Gene	Non-unique Gene name	Annotation	No. isolates	No. sequences	Avg sequences per isolate	Genome Fragment	Order within Fragment	Accessory Fragment	Accessory Order with Fragment	QC	Min group size nuc	Max group size nuc	Avg group size nuc	ERR494558	ERR713656	ERR278423	ERR083948	ERR083973	ERR084064	ERR108372	ERR128814	ERR193205	ERR221288	ERR221374	ERR278230	ERR278242	ERR278359	ERR278461	ERR343073	ERR356128	ERR593768	H1604	H1605	H1606	H1607	H1608	H1662	H1664	H1666	H1668	H1670	H704	SRR065736
hslU		ATP-dependent hsl protease ATP-binding subunit HslU	36	36	1	1	1782				1319	1319	1319	ERR494558_00828	ERR713656_00837	ERR278423_01531	ERR083948_00478	ERR083973_01468	ERR084064_00745	ERR108372_01096	ERR128814_00241	ERR193205_01513	ERR221288_00982	ERR221374_01120	ERR278230_00942	ERR278242_00407	ERR278359_00870	ERR278461_00839	ERR343073_00567	ERR356128_00840	ERR593768_00881	H1604_00715	H1605_00829	H1606_00625	H1607_00626	H1608_01724	H1662_00774	H1664_00849	H1666_01308	H1668_00815	H1670_00836	H704_00673	SRR065736_00689
nrfH		periplasmic cytochrome c	36	36	1	1	2472				491	491	491	ERR494558_01537	ERR713656_01579	ERR278423_01201	ERR083948_01435	ERR083973_01095	ERR084064_00847	ERR108372_00992	ERR128814_00978	ERR193205_01018	ERR221288_01312	ERR221374_01570	ERR278230_01084	ERR278242_01157	ERR278359_00973	ERR278461_01015	ERR343073_01781	ERR356128_01073	ERR593768_01533	H1604_01384	H1605_01513	H1606_01375	H1607_01080	H1608_01223	H1662_01447	H1664_01483	H1666_00802	H1668_01501	H1670_01517	H704_01336	SRR065736_01306
rluB		RNA pseudouridine synthase family protein	36	36	1	1	3058				761	761	761	ERR494558_00153	ERR713656_00154	ERR278423_00154	ERR083948_01668	ERR083973_01722	ERR084064_00168	ERR108372_01709	ERR128814_01636	ERR193205_01652	ERR221288_01627	ERR221374_00171	ERR278230_01647	ERR278242_01568	ERR278359_00171	ERR278461_00150	ERR343073_00153	ERR356128_00150	ERR593768_00179	H1604_00030	H1605_00150	H1606_01745	H1607_01336	H1608_01651	H1662_00095	H1664_00166	H1666_01148	H1668_00090	H1670_00096	H704_01666	SRR065736_01612
flgG_2		Flagellar basal-body rod protein FlgG	36	36	1	1	1829				788	791	790	ERR494558_00864	ERR713656_00874	ERR278423_01493	ERR083948_01353	ERR083973_01506	ERR084064_00780	ERR108372_01059	ERR128814_00281	ERR193205_01553	ERR221288_00945	ERR221374_00742	ERR278230_00506	ERR278242_00440	ERR278359_00905	ERR278461_00871	ERR343073_00608	ERR356128_00941	ERR593768_00915	H1604_00752	H1605_00867	H1606_00662	H1607_00664	H1608_00595	H1662_00810	H1664_00885	H1666_00464	H1668_00858	H1670_00872	H704_00709	SRR065736_00721
group_2791		6-pyruvoyl tetrahydrobiopterin synthase	36	36	1	1	2038				581	581	581	ERR494558_00331	ERR713656_00221	ERR278423_00333	ERR083948_00136	ERR083973_00133	ERR084064_01155	ERR108372_00151	ERR128814_01449	ERR193205_00131	ERR221288_01440	ERR221374_00358	ERR278230_00020	ERR278242_00020	ERR278359_00355	ERR278461_00336	ERR343073_01567	ERR356128_00335	ERR593768_00017	H1604_00219	H1605_00329	H1606_00131	H1607_00131	H1608_00133	H1662_00272	H1664_00344	H1666_00136	H1668_00312	H1670_00275	H704_00177	SRR065736_00183
pyrH		uridylate kinase	36	36	1	1	266				719	719	719	ERR494558_01460	ERR713656_01494	ERR278423_01113	ERR083948_00818	ERR083973_01010	ERR084064_01802	ERR108372_00298	ERR128814_00890	ERR193205_00931	ERR221288_00787	ERR221374_01510	ERR278230_01142	ERR278242_01098	ERR278359_01751	ERR278461_01680	ERR343073_01220	ERR356128_01740	ERR593768_01453	H1604_01307	H1605_01437	H1606_01297	H1607_01001	H1608_01165	H1662_01370	H1664_01417	H1666_00746	H1668_01420	H1670_01438	H704_01258	SRR065736_01229
efp		Translation elongation factor P	36	36	1	1	1258				569	569	569	ERR494558_00717	ERR713656_00725	ERR278423_01642	ERR083948_01106	ERR083973_01357	ERR084064_00631	ERR108372_01205	ERR128814_00129	ERR193205_01402	ERR221288_01093	ERR221374_01674	ERR278230_01491	ERR278242_01309	ERR278359_00757	ERR278461_00726	ERR343073_00454	ERR356128_00726	ERR593768_00770	H1604_00603	H1605_00718	H1606_00516	H1607_00516	H1608_00485	H1662_00662	H1664_00735	H1666_01681	H1668_00702	H1670_00723	H704_00562	SRR065736_00576
rpsK		SSU ribosomal protein S11p (S14e)	36	36	1	1	3222				392	392	392	ERR494558_00029	ERR713656_00029	ERR278423_00029	ERR083948_01508	ERR083973_01581	ERR084064_00030	ERR108372_01570	ERR128814_01758	ERR193205_01793	ERR221288_01770	ERR221374_00039	ERR278230_01779	ERR278242_01728	ERR278359_00031	ERR278461_00029	ERR343073_00031	ERR356128_00029	ERR593768_00055	H1604_01594	H1605_00029	H1606_01603	H1607_01477	H1608_01449	H1662_01655	H1664_00029	H1666_01029	H1668_01728	H1670_01730	H704_01543	SRR065736_01489
group_2795		FIG00469373: hypothetical protein	36	36	1	1	1570				1136	1136	1136	ERR494558_00419	ERR713656_00310	ERR278423_00423	ERR083948_00210	ERR083973_00222	ERR084064_01058	ERR108372_00239	ERR128814_01365	ERR193205_00218	ERR221288_01347	ERR221374_00432	ERR278230_00094	ERR278242_00094	ERR278359_00451	ERR278461_00427	ERR343073_01483	ERR356128_00426	ERR593768_00420	H1604_00307	H1605_00412	H1606_00218	H1607_00219	H1608_00207	H1662_00360	H1664_00436	H1666_00211	H1668_00400	H1670_00365	H704_00266	SRR065736_00271
artM_2		Amino-acid ABC transporter ATP-binding protein PebC	36	36	1	1	206				728	728	728	ERR494558_01056	ERR713656_01140	ERR278423_00765	ERR083948_01211	ERR083973_00642	ERR084064_01389	ERR108372_00662	ERR128814_00494	ERR193205_00565	ERR221288_00418	ERR221374_00906	ERR278230_00725	ERR278242_01414	ERR278359_01340	ERR278461_01323	ERR343073_00822	ERR356128_01384	ERR593768_01105	H1604_00959	H1605_01072	H1606_00876	H1607_00879	H1608_00807	H1662_01020	H1664_01095	H1666_00678	H1668_01067	H1670_01081	H704_00912	SRR065736_00915
group_2797		integral membrane protein	36	36	1	1	2040				407	407	407	ERR494558_00329	ERR713656_00219	ERR278423_00331	ERR083948_00134	ERR083973_00131	ERR084064_01157	ERR108372_00149	ERR128814_01451	ERR193205_00129	ERR221288_01442	ERR221374_00356	ERR278230_00018	ERR278242_00018	ERR278359_00353	ERR278461_00334	ERR343073_01569	ERR356128_00333	ERR593768_00015	H1604_00217	H1605_00327	H1606_00129	H1607_00129	H1608_00131	H1662_00270	H1664_00342	H1666_00134	H1668_00310	H1670_00274	H704_00175	SRR065736_00181
aspA		Aspartate ammonia-lyase	36	36	1	1	1959				1406	1406	1406	ERR494558_00259	ERR713656_00376	ERR278423_00261	ERR083948_00054	ERR083973_00060	ERR084064_00275	ERR108372_01487	ERR128814_01522	ERR193205_00058	ERR221288_01513	ERR221374_00280	ERR278230_00327	ERR278242_00331	ERR278359_00278	ERR278461_00262	ERR343073_00263	ERR356128_00263	ERR593768_00284	H1604_00146	H1605_00258	H1606_00058	H1607_00059	H1608_00055	H1662_00200	H1664_00270	H1666_00058	H1668_00240	H1670_00203	H704_00104	SRR065736_00110
yqeY		GatB/YqeY family protein	36	36	1	1	1295				443	443	443	ERR494558_00742	ERR713656_00750	ERR278423_01617	ERR083948_01088	ERR083973_01381	ERR084064_00658	ERR108372_01181	ERR128814_00152	ERR193205_01425	ERR221288_01069	ERR221374_01692	ERR278230_01509	ERR278242_01291	ERR278359_00784	ERR278461_00750	ERR343073_00477	ERR356128_00752	ERR593768_00794	H1604_00626	H1605_00741	H1606_00539	H1607_00539	H1608_00502	H1662_00687	H1664_00761	H1666_01699	H1668_00728	H1670_00749	H704_00587	SRR065736_00601
group_2800		periplasmic protein	36	36	1	1	605				662	662	662	ERR494558_01212	ERR713656_01302	ERR278423_00921	ERR083948_00619	ERR083973_00811	ERR084064_01609	ERR108372_00497	ERR128814_00697	ERR193205_00732	ERR221288_00587	ERR221374_01311	ERR278230_01341	ERR278242_00899	ERR278359_01557	ERR278461_01485	ERR343073_01028	ERR356128_01544	ERR593768_01264	H1604_01117	H1605_01245	H1606_01100	H1607_01611	H1608_00969	H1662_01178	H1664_01261	H1666_01439	H1668_01226	H1670_01244	H704_01071	SRR065736_01074
rpoB		DNA-directed RNA polymerase subunit beta	36	36	1	1	1175				4127	4127	4127	ERR494558_00644	ERR713656_00652	ERR278423_01769	ERR083948_00426	ERR083973_00453	ERR084064_00568	ERR108372_00114	ERR128814_00057	ERR193205_01333	ERR221288_00227	ERR221374_00714	ERR278230_00415	ERR278242_00742	ERR278359_00694	ERR278461_00652	ERR343073_00382	ERR356128_00652	ERR593768_00644	H1604_00531	H1605_00646	H1606_00446	H1607_00447	H1608_00427	H1662_00587	H1664_00673	H1666_00437	H1668_00628	H1670_00595	H704_00491	SRR065736_00505
rplK		LSU ribosomal protein L11p (L12e)	36	36	1	1	2692				425	425	425	ERR494558_00640	ERR713656_00648	ERR278423_01773	ERR083948_00422	ERR083973_00449	ERR084064_00564	ERR108372_00110	ERR128814_00053	ERR193205_01329	ERR221288_00223	ERR221374_00710	ERR278230_00410	ERR278242_00747	ERR278359_00690	ERR278461_00648	ERR343073_00378	ERR356128_00648	ERR593768_00640	H1604_00527	H1605_00642	H1606_00442	H1607_00443	H1608_00423	H1662_00583	H1664_00669	H1666_00433	H1668_00624	H1670_00591	H704_00487	SRR065736_00501
group_2803		YggS family pyridoxal phosphate enzyme	36	36	1	1	1850				632	632	632	ERR494558_00885	ERR713656_00895	ERR278423_01472	ERR083948_01332	ERR083973_01527	ERR084064_00801	ERR108372_01038	ERR128814_00302	ERR193205_01574	ERR221288_00924	ERR221374_00763	ERR278230_00528	ERR278242_00462	ERR278359_00926	ERR278461_00892	ERR343073_00629	ERR356128_00962	ERR593768_00934	H1604_00773	H1605_00887	H1606_00683	H1607_00685	H1608_00616	H1662_00831	H1664_00906	H1666_00485	H1668_00879	H1670_00893	H704_00730	SRR065736_00742
rnc		ribonuclease III	36	36	1	1	3275				674	674	674	ERR494558_00075	ERR713656_00075	ERR278423_00075	ERR083948_01556	ERR083973_01631	ERR084064_00077	ERR108372_01620	ERR128814_01711	ERR193205_01743	ERR221288_01720	ERR221374_00087	ERR278230_01731	ERR278242_01680	ERR278359_00080	ERR278461_00076	ERR343073_00078	ERR356128_00075	ERR593768_00101	H1604_01639	H1605_00076	H1606_01653	H1607_01427	H1608_01496	H1662_00017	H1664_00076	H1666_01232	H1668_00017	H1670_00017	H704_01590	SRR065736_01535
cfiB		"acetyl-CoA carboxylase, biotin carboxylase"	36	36	1	1	549				1445	1445	1445	ERR494558_01172	ERR713656_01261	ERR278423_00881	ERR083948_00580	ERR083973_00768	ERR084064_01560	ERR108372_00541	ERR128814_00658	ERR193205_00688	ERR221288_00543	ERR221374_01272	ERR278230_01380	ERR278242_00860	ERR278359_01509	ERR278461_01443	ERR343073_00989	ERR356128_01501	ERR593768_01224	H1604_01076	H1605_01206	H1606_01056	H1607_01655	H1608_00930	H1662_01138	H1664_01213	H1666_01400	H1668_01184	H1670_01201	H704_01030	SRR065736_01031
group_2806		DNA repair protein RadA	36	36	1	1	825				1340	1340	1340	ERR494558_01334	ERR713656_01425	ERR278423_01044	ERR083948_00746	ERR083973_00941	ERR084064_01732	ERR108372_00367	ERR128814_00821	ERR193205_00861	ERR221288_00718	ERR221374_01438	ERR278230_01214	ERR278242_01026	ERR278359_01681	ERR278461_01610	ERR343073_01151	ERR356128_01670	ERR593768_01383	H1604_01238	H1605_01368	H1606_01228	H1607_00932	H1608_01094	H1662_01299	H1664_01344	H1666_01566	H1668_01350	H1670_01368	H704_01189	SRR065736_01160
nrfA		Cytochrome c552 precursor	36	36	1	1	2473				1832	1832	1832	ERR494558_01536	ERR713656_01578	ERR278423_01200	ERR083948_01436	ERR083973_01094	ERR084064_00846	ERR108372_00993	ERR128814_00977	ERR193205_01017	ERR221288_01313	ERR221374_01569	ERR278230_01085	ERR278242_01156	ERR278359_00972	ERR278461_01014	ERR343073_01782	ERR356128_01072	ERR593768_01532	H1604_01383	H1605_01512	H1606_01374	H1607_01079	H1608_01222	H1662_01446	H1664_01482	H1666_00801	H1668_01500	H1670_01516	H704_01335	SRR065736_01305
group_2808		CcmF/CcyK/CcsA family cytochrome c biogenesis protein	36	36	1	1	524				3245	3245	3245	ERR494558_01148	ERR713656_01237	ERR278423_00857	ERR083948_00556	ERR083973_00744	ERR084064_01536	ERR108372_00565	ERR128814_00634	ERR193205_00664	ERR221288_00519	ERR221374_01248	ERR278230_01404	ERR278242_00836	ERR278359_01485	ERR278461_01419	ERR343073_00965	ERR356128_01477	ERR593768_01200	H1604_01052	H1605_01182	H1606_00974	H1607_01737	H1608_00906	H1662_01114	H1664_01189	H1666_01376	H1668_01160	H1670_01176	H704_01006	SRR065736_01007
pstB		Phosphate transport ATP-binding protein PstB (TC 3.A.1.7.1)	36	36	1	1	1341				740	740	740	ERR494558_00785	ERR713656_00794	ERR278423_01574	ERR083948_01044	ERR083973_01424	ERR084064_00701	ERR108372_01138	ERR128814_00195	ERR193205_01468	ERR221288_01026	ERR221374_01736	ERR278230_01553	ERR278242_01247	ERR278359_00827	ERR278461_00793	ERR343073_00520	ERR356128_00795	ERR593768_00838	H1604_00671	H1605_00784	H1606_00582	H1607_00582	H1608_00546	H1662_00731	H1664_00804	H1666_01744	H1668_00771	H1670_00793	H704_00631	SRR065736_00646
group_281		UPF0246 protein YaaA	36	36	1	1	493				461	824	707	ERR494558_01118	ERR713656_01205	ERR278423_00827	ERR083948_00527	ERR083973_00715	ERR084064_01508	ERR108372_00594	ERR128814_00561	ERR193205_00635	ERR221288_00490	ERR221374_01219	ERR278230_01434	ERR278242_00806	ERR278359_01457	ERR278461_01390	ERR343073_00891	ERR356128_01448	ERR593768_01169	H1604_01023	H1605_01137	H1606_00945	H1607_01766	H1608_00877	H1662_01083	H1664_01161	H1666_01347	H1668_01132	H1670_01146	H704_00977	SRR065736_00978
mreB		Rod shape-determining protein MreB	36	36	1	1	1519				1040	1040	1040	ERR494558_00440	ERR713656_00442	ERR278423_00445	ERR083948_00228	ERR083973_00242	ERR084064_00350	ERR108372_01267	ERR128814_01341	ERR193205_00239	ERR221288_00011	ERR221374_00459	ERR278230_00121	ERR278242_00122	ERR278359_00475	ERR278461_00446	ERR343073_01460	ERR356128_00446	ERR593768_00442	H1604_00328	H1605_00434	H1606_00237	H1607_00237	H1608_00231	H1662_00382	H1664_00457	H1666_00238	H1668_00418	H1670_00386	H704_00288	SRR065736_00292
ftsH_2		cell division protein FtsH	36	36	1	1	643				1925	1937	1936	ERR494558_01250	ERR713656_01340	ERR278423_00959	ERR083948_00657	ERR083973_00849	ERR084064_01647	ERR108372_00459	ERR128814_00736	ERR193205_00770	ERR221288_00625	ERR221374_01349	ERR278230_01303	ERR278242_00937	ERR278359_01596	ERR278461_01523	ERR343073_01066	ERR356128_01582	ERR593768_01301	H1604_01155	H1605_01283	H1606_01138	H1607_01573	H1608_01007	H1662_01216	H1664_01299	H1666_01477	H1668_01264	H1670_01282	H704_01109	SRR065736_01112
flhF		flagellar biosynthesis regulator FlhF	36	36	1	1	2926				1454	1454	1454	ERR494558_00239	ERR713656_00397	ERR278423_00239	ERR083948_00028	ERR083973_00037	ERR084064_00252	ERR108372_01508	ERR128814_01543	ERR193205_00035	ERR221288_01536	ERR221374_00254	ERR278230_00301	ERR278242_00304	ERR278359_00256	ERR278461_00240	ERR343073_00242	ERR356128_00241	ERR593768_00264	H1604_00126	H1605_00237	H1606_00036	H1607_00036	H1608_00032	H1662_00180	H1664_00250	H1666_00032	H1668_00163	H1670_00182	H704_00084	SRR065736_00089
nrdA		"Ribonucleotide reductase of class Ia (aerobic), alpha subunit"	36	36	1	1	2996				2369	2369	2369	ERR494558_00200	ERR713656_00200	ERR278423_00201	ERR083948_01720	ERR083973_01766	ERR084064_00211	ERR108372_01755	ERR128814_01588	ERR193205_01604	ERR221288_01582	ERR221374_00223	ERR278230_01595	ERR278242_01515	ERR278359_00215	ERR278461_00199	ERR343073_00200	ERR356128_00200	ERR593768_00226	H1604_00086	H1605_00197	H1606_01791	H1607_01289	H1608_01701	H1662_00142	H1664_00209	H1666_01096	H1668_00139	H1670_00143	H704_00046	SRR065736_00045
group_2814		lipopolysaccharide export system permease protein	36	36	1	1	2668				1025	1025	1025	ERR494558_00966	ERR713656_01050	ERR278423_00675	ERR083948_01298	ERR083973_00549	ERR084064_01297	ERR108372_00754	ERR128814_00403	ERR193205_00471	ERR221288_00323	ERR221374_00819	ERR278230_00638	ERR278242_01501	ERR278359_01248	ERR278461_01230	ERR343073_00730	ERR356128_01291	ERR593768_01016	H1604_00873	H1605_00981	H1606_00784	H1607_00786	H1608_00721	H1662_00931	H1664_01003	H1666_00592	H1668_00976	H1670_00990	H704_00825	SRR065736_00832
cyf		cytochrome c553	36	36	1	1	883				302	302	302	ERR494558_01285	ERR713656_01376	ERR278423_00994	ERR083948_00697	ERR083973_00890	ERR084064_01682	ERR108372_00417	ERR128814_00771	ERR193205_00811	ERR221288_00667	ERR221374_01389	ERR278230_01263	ERR278242_00977	ERR278359_01631	ERR278461_01560	ERR343073_01101	ERR356128_01619	ERR593768_01335	H1604_01189	H1605_01319	H1606_01179	H1607_01532	H1608_01046	H1662_01250	H1664_01690	H1666_01517	H1668_01300	H1670_01318	H704_01140	SRR065736_01650
peb1		"amino acid ABC transporter, permease protein PEB1"	36	36	1	1	204				752	752	752	ERR494558_01054	ERR713656_01138	ERR278423_00763	ERR083948_01213	ERR083973_00640	ERR084064_01387	ERR108372_00664	ERR128814_00492	ERR193205_00563	ERR221288_00416	ERR221374_00904	ERR278230_00723	ERR278242_01416	ERR278359_01338	ERR278461_01321	ERR343073_00820	ERR356128_01382	ERR593768_01103	H1604_00957	H1605_01070	H1606_00874	H1607_00877	H1608_00805	H1662_01018	H1664_01093	H1666_00676	H1668_01065	H1670_01079	H704_00910	SRR065736_00913
zraS_1		"two-component system, NtrC family, sensor kinase"	36	36	1	1	2686				1019	1019	1019	ERR494558_00955	ERR713656_01018	ERR278423_00642	ERR083948_01781	ERR083973_00519	ERR084064_01267	ERR108372_00784	ERR128814_00373	ERR193205_00441	ERR221288_00293	ERR221374_00662	ERR278230_00606	ERR278242_00538	ERR278359_01218	ERR278461_00966	ERR343073_00700	ERR356128_01031	ERR593768_01005	H1604_00843	H1605_00953	H1606_00753	H1607_00756	H1608_00691	H1662_00899	H1664_00972	H1666_00562	H1668_00945	H1670_00959	H704_00795	SRR065736_00801
serA		D-3-phosphoglycerate dehydrogenase	36	36	1	1	175				1583	1583	1583	ERR494558_01026	ERR713656_01110	ERR278423_00735	ERR083948_01241	ERR083973_00612	ERR084064_01359	ERR108372_00692	ERR128814_00464	ERR193205_00535	ERR221288_00388	ERR221374_00876	ERR278230_00695	ERR278242_01444	ERR278359_01310	ERR278461_01293	ERR343073_00792	ERR356128_01354	ERR593768_01075	H1604_00929	H1605_01043	H1606_00846	H1607_00849	H1608_00777	H1662_00990	H1664_01065	H1666_00648	H1668_01037	H1670_01049	H704_00882	SRR065736_00885
frdC		"Fumarate reductase, cytochrome b subunit"	36	36	1	1	2863				782	782	782	ERR494558_00568	ERR713656_00570	ERR278423_00573	ERR083948_00350	ERR083973_00375	ERR084064_00486	ERR108372_01400	ERR128814_01212	ERR193205_00369	ERR221288_00148	ERR221374_00581	ERR278230_00243	ERR278242_00244	ERR278359_00611	ERR278461_00574	ERR343073_01331	ERR356128_00575	ERR593768_00568	H1604_00456	H1605_00563	H1606_00369	H1607_00369	H1608_00353	H1662_00511	H1664_00592	H1666_00361	H1668_00548	H1670_00515	H704_00417	SRR065736_00431
group_2820		Cytochrome c oxidase subunit CcoN	36	36	1	1	1088				1466	1466	1466	ERR494558_01651	ERR713656_01704	ERR278423_01327	ERR083948_00929	ERR083973_01232	ERR084064_00980	ERR108372_00858	ERR128814_01099	ERR193205_01155	ERR221288_01175	ERR221374_01017	ERR278230_00844	ERR278242_00649	ERR278359_01110	ERR278461_01149	ERR343073_01660	ERR356128_01206	ERR593768_01647	H1604_01496	H1605_01632	H1606_01509	H1607_01216	H1608_01331	H1662_01559	H1664_01592	H1666_00911	H1668_01633	H1670_01632	H704_01446	SRR065736_01391
fusA		Translation elongation factor G	36	36	1	1	1196				2075	2075	2075	ERR494558_00660	ERR713656_00668	ERR278423_01753	ERR083948_00430	ERR083973_00467	ERR084064_00572	ERR108372_00128	ERR128814_00071	ERR193205_01347	ERR221288_00241	ERR221374_00718	ERR278230_00419	ERR278242_00738	ERR278359_00698	ERR278461_00668	ERR343073_00396	ERR356128_00668	ERR593768_00660	H1604_00545	H1605_00660	H1606_00460	H1607_00461	H1608_00431	H1662_00603	H1664_00677	H1666_00441	H1668_00645	H1670_00612	H704_00505	SRR065736_00519
trxA		Thioredoxin	36	36	1	1	2050				314	314	314	ERR494558_00319	ERR713656_00209	ERR278423_00321	ERR083948_00124	ERR083973_00121	ERR084064_01167	ERR108372_00139	ERR128814_01461	ERR193205_00119	ERR221288_01452	ERR221374_00346	ERR278230_00008	ERR278242_00008	ERR278359_00343	ERR278461_00324	ERR343073_01579	ERR356128_00323	ERR593768_00005	H1604_00207	H1605_00317	H1606_00119	H1607_00119	H1608_00121	H1662_00260	H1664_00332	H1666_00124	H1668_00300	H1670_00264	H704_00165	SRR065736_00171
carB		Carbamoyl-phosphate synthase large chain	36	36	1	1	1517				3269	3269	3269	ERR494558_00442	ERR713656_00444	ERR278423_00447	ERR083948_00230	ERR083973_00244	ERR084064_00352	ERR108372_01269	ERR128814_01339	ERR193205_00241	ERR221288_00013	ERR221374_00461	ERR278230_00123	ERR278242_00124	ERR278359_00477	ERR278461_00448	ERR343073_01458	ERR356128_00448	ERR593768_00444	H1604_00330	H1605_00436	H1606_00239	H1607_00239	H1608_00233	H1662_00384	H1664_00459	H1666_00240	H1668_00420	H1670_00388	H704_00290	SRR065736_00294
regX3_1		Putative two-component regulator	36	36	1	1	1470				674	674	674	ERR494558_01413	ERR713656_01447	ERR278423_01066	ERR083948_00769	ERR083973_00963	ERR084064_01754	ERR108372_00345	ERR128814_00843	ERR193205_00883	ERR221288_00740	ERR221374_01461	ERR278230_01191	ERR278242_01049	ERR278359_01703	ERR278461_01632	ERR343073_01173	ERR356128_01692	ERR593768_01405	H1604_01260	H1605_01390	H1606_01250	H1607_00954	H1608_01117	H1662_01321	H1664_01368	H1666_01589	H1668_01372	H1670_01390	H704_01211	SRR065736_01182
group_2825		integral membrane protein	36	36	1	1	2891				1226	1226	1226	ERR494558_00590	ERR713656_00592	ERR278423_00594	ERR083948_00373	ERR083973_00399	ERR084064_00508	ERR108372_01424	ERR128814_01190	ERR193205_00393	ERR221288_00172	ERR221374_00604	ERR278230_00266	ERR278242_00267	ERR278359_00633	ERR278461_00596	ERR343073_01309	ERR356128_00597	ERR593768_00590	H1604_00478	H1605_00585	H1606_00393	H1607_00393	H1608_00375	H1662_00533	H1664_00613	H1666_00384	H1668_00569	H1670_00537	H704_00438	SRR065736_00452
group_2826		Transcriptional regulatory protein	36	36	1	1	3282				311	311	311	ERR494558_00082	ERR713656_00082	ERR278423_00082	ERR083948_01563	ERR083973_01638	ERR084064_00084	ERR108372_01627	ERR128814_01704	ERR193205_01736	ERR221288_01713	ERR221374_00094	ERR278230_01724	ERR278242_01673	ERR278359_00087	ERR278461_00083	ERR343073_00085	ERR356128_00082	ERR593768_00108	H1604_01646	H1605_00083	H1606_01661	H1607_01420	H1608_01503	H1662_00024	H1664_00083	H1666_01225	H1668_00024	H1670_00024	H704_01597	SRR065736_01542
