Gene,Non-unique Gene name,Annotation,No. isolates,No. sequences,Avg sequences per isolate,Genome Fragment,Order within Fragment,Accessory Fragment,Accessory Order with Fragment,QC,Min group size nuc,Max group size nuc,Avg group size nuc,OXC8500,OXC8749,OXC8885,OXC4567,OXC6332,OXC6357,OXC6453,OXC6609,OXC6729,OXC7157,OXC7004,OXC7095,OXC7345,OXC7358,OXC7452,OXC4632,OXC7664,OXC6927,H1604,H1605,H1606,H1607,H1608,H1662,H1664,H1666,H1668,H1670,H704,H22082
galE,,UDP-glucose 4-epimerase,36,36,1,1,2973,,,,986,986,986,OXC8500_01182,OXC8749_00968,OXC8885_01434,OXC4567_01593,OXC6332_00531,OXC6357_01352,OXC6453_01618,OXC6609_00758,OXC6729_01550,OXC7157_01582,OXC7004_01350,OXC7095_00516,OXC7345_00858,OXC7358_01490,OXC7452_01571,OXC4632_01391,OXC7664_01050,OXC6927_01552,H1604_00621,H1605_01272,H1606_01393,H1607_01359,H1608_01552,H1662_01455,H1664_01359,H1666_00713,H1668_01466,H1670_01474,H704_00949,H22082_00790
flgG_1,,Flagellar basal-body rod protein FlgG,36,36,1,1,1976,,,,788,791,790,OXC8500_00232,OXC8749_00102,OXC8885_00907,OXC4567_00407,OXC6332_01275,OXC6357_00717,OXC6453_00473,OXC6609_00627,OXC6729_01120,OXC7157_00822,OXC7004_00735,OXC7095_01517,OXC7345_00588,OXC7358_00445,OXC7452_00402,OXC4632_01013,OXC7664_00636,OXC6927_00818,H1604_00272,H1605_00589,H1606_00475,H1607_00454,H1608_00777,H1662_00327,H1664_00806,H1666_01359,H1668_01039,H1670_00618,H704_00801,H22082_01662
group_2675,,FIG00469373: hypothetical protein,36,36,1,1,1256,,,,1136,1136,1136,OXC8500_01539,OXC8749_01559,OXC8885_00829,OXC4567_00260,OXC6332_01155,OXC6357_01282,OXC6453_00979,OXC6609_01700,OXC6729_00626,OXC7157_00398,OXC7004_00586,OXC7095_00784,OXC7345_01131,OXC7358_00602,OXC7452_01035,OXC4632_00482,OXC7664_00493,OXC6927_00101,H1604_01046,H1605_00814,H1606_00640,H1607_00288,H1608_00724,H1662_00796,H1664_01073,H1666_00939,H1668_00634,H1670_00423,H704_01556,H22082_01549
group_2676,,membrane protein,36,36,1,1,348,,,,599,602,601,OXC8500_00747,OXC8749_01718,OXC8885_00603,OXC4567_01208,OXC6332_00978,OXC6357_00801,OXC6453_00611,OXC6609_00039,OXC6729_00400,OXC7157_01127,OXC7004_01601,OXC7095_01363,OXC7345_01694,OXC7358_00722,OXC7452_00785,OXC4632_00430,OXC7664_01345,OXC6927_00937,H1604_01190,H1605_01052,H1606_01728,H1607_01725,H1608_01259,H1662_00942,H1664_00070,H1666_00252,H1668_00713,H1670_01054,H704_00822,H22082_00415
livK,,branched-chain amino-acid ABC transporter periplasmic binding protein,36,36,1,1,2547,,,,1109,1109,1109,OXC8500_01293,OXC8749_01080,OXC8885_01320,OXC4567_01482,OXC6332_00421,OXC6357_01466,OXC6453_01497,OXC6609_00873,OXC6729_01440,OXC7157_01467,OXC7004_01235,OXC7095_00406,OXC7345_00968,OXC7358_01380,OXC7452_01450,OXC4632_01277,OXC7664_00940,OXC6927_01437,H1604_00508,H1605_01162,H1606_01222,H1607_01188,H1608_01662,H1662_01566,H1664_01480,H1666_00603,H1668_01580,H1670_01587,H704_00299,H22082_00699
rplY,,LSU ribosomal protein L25p,36,36,1,1,1325,,,,536,536,536,OXC8500_00120,OXC8749_00493,OXC8885_01116,OXC4567_00784,OXC6332_01328,OXC6357_00308,OXC6453_01043,OXC6609_01229,OXC6729_00679,OXC7157_00268,OXC7004_00455,OXC7095_00999,OXC7345_00264,OXC7358_00923,OXC7452_00976,OXC4632_00627,OXC7664_00440,OXC6927_00309,H1604_00711,H1605_00685,H1606_00810,H1607_00158,H1608_00514,H1662_00497,H1664_00416,H1666_00091,H1668_00120,H1670_00859,H704_01266,H22082_00167
rpoC,,DNA-directed RNA polymerase subunit beta',36,36,1,1,1504,,,,4553,4553,4553,OXC8500_00451,OXC8749_00322,OXC8885_00210,OXC4567_00679,OXC6332_01214,OXC6357_01127,OXC6453_00267,OXC6609_00341,OXC6729_01340,OXC7157_00606,OXC7004_00385,OXC7095_01126,OXC7345_01190,OXC7358_00626,OXC7452_00607,OXC4632_00798,OXC7664_00858,OXC6927_00537,H1604_00882,H1605_00370,H1606_00261,H1607_00557,H1608_00052,H1662_00054,H1664_00597,H1666_01263,H1668_00812,H1670_00514,H704_00730,H22082_00248
rnc,,ribonuclease III,36,36,1,1,1664,,,,674,674,674,OXC8500_00572,OXC8749_00641,OXC8885_01691,OXC4567_00074,OXC6332_00083,OXC6357_00079,OXC6453_00138,OXC6609_00441,OXC6729_00131,OXC7157_00146,OXC7004_00138,OXC7095_00139,OXC7345_00139,OXC7358_00168,OXC7452_00164,OXC4632_00126,OXC7664_00126,OXC6927_01116,H1604_01339,H1605_00127,H1606_00079,H1607_00846,H1608_00307,H1662_00674,H1664_00251,H1666_00475,H1668_00406,H1670_00132,H704_01182,H22082_01179
hydA_2,,Quinone-reactive Ni/Fe-hydrogenase small chain precursor,36,36,1,1,715,,,,1139,1139,1139,OXC8500_00994,OXC8749_00835,OXC8885_01566,OXC4567_01724,OXC6332_00668,OXC6357_00942,OXC6453_01750,OXC6609_00235,OXC6729_01682,OXC7157_01721,OXC7004_01453,OXC7095_00653,OXC7345_00722,OXC7358_01627,OXC7452_01703,OXC4632_01525,OXC7664_01182,OXC6927_01687,H1604_01671,H1605_01405,H1606_01531,H1607_01497,H1608_01415,H1662_01322,H1664_01225,H1666_00006,H1668_01333,H1670_01338,H704_00205,H22082_01590
group_2682,,arginine-tRNA-protein transferase,36,36,1,1,2862,,,,719,719,719,OXC8500_01276,OXC8749_01063,OXC8885_01337,OXC4567_01499,OXC6332_00438,OXC6357_01449,OXC6453_01514,OXC6609_00856,OXC6729_01457,OXC7157_01484,OXC7004_01252,OXC7095_00423,OXC7345_00951,OXC7358_01397,OXC7452_01467,OXC4632_01294,OXC7664_00957,OXC6927_01454,H1604_00525,H1605_01179,H1606_01295,H1607_01261,H1608_01645,H1662_01549,H1664_01463,H1666_00620,H1668_01563,H1670_01570,H704_00442,H22082_00716
nrfA,,Cytochrome c552 precursor,36,36,1,1,578,,,,1832,1832,1832,OXC8500_01664,OXC8749_01635,OXC8885_00480,OXC4567_00919,OXC6332_00358,OXC6357_00506,OXC6453_00855,OXC6609_00166,OXC6729_00513,OXC7157_00998,OXC7004_01730,OXC7095_00718,OXC7345_00658,OXC7358_01691,OXC7452_00681,OXC4632_01663,OXC7664_01458,OXC6927_00174,H1604_01451,H1605_00936,H1606_01599,H1607_01594,H1608_01763,H1662_01186,H1664_01146,H1666_01678,H1668_01188,H1670_01248,H704_00876,H22082_00531
group_2684,,CcmF/CcyK/CcsA family cytochrome c biogenesis protein,36,36,1,1,2542,,,,3245,3245,3245,OXC8500_01298,OXC8749_01085,OXC8885_01315,OXC4567_01477,OXC6332_00416,OXC6357_01471,OXC6453_01492,OXC6609_00878,OXC6729_01435,OXC7157_01462,OXC7004_01230,OXC7095_00401,OXC7345_00973,OXC7358_01375,OXC7452_01445,OXC4632_01272,OXC7664_00935,OXC6927_01432,H1604_00503,H1605_01157,H1606_01217,H1607_01183,H1608_01667,H1662_01571,H1664_01485,H1666_00598,H1668_01585,H1670_01592,H704_00294,H22082_00694
rplM,,50S ribosomal protein L13,36,36,1,1,352,,,,425,425,425,OXC8500_00743,OXC8749_01714,OXC8885_00599,OXC4567_01204,OXC6332_00974,OXC6357_00805,OXC6453_00607,OXC6609_00043,OXC6729_00404,OXC7157_01123,OXC7004_01605,OXC7095_01359,OXC7345_01690,OXC7358_00718,OXC7452_00781,OXC4632_00434,OXC7664_01349,OXC6927_00941,H1604_01186,H1605_01048,H1606_01724,H1607_01721,H1608_01255,H1662_00938,H1664_00074,H1666_00248,H1668_00717,H1670_01050,H704_00826,H22082_00411
recA,,recombinase A,36,36,1,1,1741,,,,1031,1031,1031,OXC8500_00613,OXC8749_00682,OXC8885_01759,OXC4567_00115,OXC6332_00151,OXC6357_00137,OXC6453_00081,OXC6609_00498,OXC6729_00090,OXC7157_00089,OXC7004_00081,OXC7095_00096,OXC7345_00096,OXC7358_00101,OXC7452_00107,OXC4632_00085,OXC7664_00085,OXC6927_01158,H1604_01408,H1605_00086,H1606_00137,H1607_00789,H1608_00380,H1662_00633,H1664_00194,H1666_00432,H1668_00447,H1670_00091,H704_00434,H22082_01198
rpoN,,RNA polymerase factor sigma-54,36,36,1,1,2009,,,,1250,1250,1250,OXC8500_00261,OXC8749_00131,OXC8885_00875,OXC4567_00437,OXC6332_00257,OXC6357_00687,OXC6453_00446,OXC6609_00657,OXC6729_01152,OXC7157_00790,OXC7004_00764,OXC7095_01048,OXC7345_00476,OXC7358_00296,OXC7452_00429,OXC4632_00989,OXC7664_00669,OXC6927_00728,H1604_00242,H1605_00558,H1606_00445,H1607_00424,H1608_01043,H1662_00298,H1664_00777,H1666_01241,H1668_01004,H1670_00647,H704_01019,H22082_00294
group_2688,,Putative integral membrane protein,36,36,1,1,1402,,,,932,932,932,OXC8500_00048,OXC8749_00421,OXC8885_01188,OXC4567_00856,OXC6332_01399,OXC6357_00382,OXC6453_01118,OXC6609_01303,OXC6729_00754,OXC7157_00342,OXC7004_00529,OXC7095_00928,OXC7345_00335,OXC7358_00852,OXC7452_00901,OXC4632_00699,OXC7664_00365,OXC6927_00237,H1604_00783,H1605_00760,H1606_00884,H1607_00232,H1608_00585,H1662_00424,H1664_00493,H1666_00162,H1668_00046,H1670_00932,H704_00683,H22082_01047
group_2689,,FIG00470277: hypothetical protein,36,36,1,1,542,,,,314,314,314,OXC8500_01690,OXC8749_01608,OXC8885_00506,OXC4567_00946,OXC6332_00330,OXC6357_00476,OXC6453_00829,OXC6609_00136,OXC6729_00483,OXC7157_01027,OXC7004_01700,OXC7095_00746,OXC7345_00630,OXC7358_01719,OXC7452_00707,OXC4632_01636,OXC7664_01428,OXC6927_00147,H1604_01481,H1605_00967,H1606_01629,H1607_01624,H1608_01735,H1662_01213,H1664_01120,H1666_01706,H1668_01214,H1670_01220,H704_00846,H22082_00501
group_2690,,Transcriptional regulatory protein,36,36,1,1,1671,,,,311,311,311,OXC8500_00579,OXC8749_00648,OXC8885_01698,OXC4567_00081,OXC6332_00090,OXC6357_00086,OXC6453_00131,OXC6609_00448,OXC6729_00124,OXC7157_00139,OXC7004_00131,OXC7095_00132,OXC7345_00132,OXC7358_00161,OXC7452_00157,OXC4632_00119,OXC7664_00119,OXC6927_01123,H1604_01346,H1605_00120,H1606_00087,H1607_00839,H1608_00314,H1662_00667,H1664_00244,H1666_00468,H1668_00413,H1670_00125,H704_01189,H22082_01172
group_2691,,outer membrane assembly lipoprotein,36,36,1,1,2915,,,,647,647,647,OXC8500_01238,OXC8749_01024,OXC8885_01377,OXC4567_01537,OXC6332_00475,OXC6357_01408,OXC6453_01561,OXC6609_00814,OXC6729_01494,OXC7157_01526,OXC7004_01294,OXC7095_00460,OXC7345_00914,OXC7358_01434,OXC7452_01513,OXC4632_01334,OXC7664_00994,OXC6927_01495,H1604_00564,H1605_01216,H1606_01337,H1607_01303,H1608_01608,H1662_01511,H1664_01417,H1666_00657,H1668_01523,H1670_01530,H704_00972,H22082_01360
ilvE,,Branched-chain amino acid aminotransferase,36,36,1,1,1279,,,,914,914,914,OXC8500_00160,OXC8749_00533,OXC8885_01076,OXC4567_00744,OXC6332_01293,OXC6357_00265,OXC6453_00998,OXC6609_01186,OXC6729_00641,OXC7157_00228,OXC7004_00410,OXC7095_01034,OXC7345_00229,OXC7358_00958,OXC7452_01021,OXC4632_00587,OXC7664_00478,OXC6927_00349,H1604_00671,H1605_00647,H1606_00769,H1607_00117,H1608_00479,H1662_00537,H1664_00371,H1666_00056,H1668_00160,H1670_00819,H704_01305,H22082_01153
moaA,,molybdenum cofactor biosynthesis protein A,36,36,1,1,1157,,,,962,962,962,OXC8500_01624,OXC8749_01474,OXC8885_00042,OXC4567_00345,OXC6332_01084,OXC6357_01196,OXC6453_00891,OXC6609_01724,OXC6729_00546,OXC7157_00481,OXC7004_00671,OXC7095_00856,OXC7345_01060,OXC7358_00531,OXC7452_01123,OXC4632_00566,OXC7664_00573,OXC6927_00017,H1604_01131,H1605_00895,H1606_00555,H1607_00373,H1608_00652,H1662_00881,H1664_00985,H1666_00866,H1668_00549,H1670_00337,H704_01160,H22082_01106
purD,,phosphoribosylamine--glycine ligase,36,36,1,1,731,,,,1250,1250,1250,OXC8500_01011,OXC8749_00852,OXC8885_01550,OXC4567_01707,OXC6332_00651,OXC6357_00926,OXC6453_01733,OXC6609_01471,OXC6729_01666,OXC7157_01705,OXC7004_01469,OXC7095_00636,OXC7345_00739,OXC7358_01610,OXC7452_01686,OXC4632_01508,OXC7664_01166,OXC6927_01670,H1604_01655,H1605_01389,H1606_01515,H1607_01481,H1608_01432,H1662_01340,H1664_01242,H1666_00833,H1668_01350,H1670_01355,H704_00221,H22082_01606
cfiB,,"acetyl-CoA carboxylase, biotin carboxylase",36,36,1,1,2864,,,,1445,1445,1445,OXC8500_01274,OXC8749_01061,OXC8885_01339,OXC4567_01501,OXC6332_00440,OXC6357_01447,OXC6453_01516,OXC6609_00854,OXC6729_01459,OXC7157_01486,OXC7004_01254,OXC7095_00425,OXC7345_00949,OXC7358_01399,OXC7452_01469,OXC4632_01296,OXC7664_00959,OXC6927_01456,H1604_00527,H1605_01181,H1606_01297,H1607_01263,H1608_01643,H1662_01547,H1664_01461,H1666_00622,H1668_01561,H1670_01568,H704_00444,H22082_00718
rplB,,LSU ribosomal protein L2p (L8e),36,36,1,1,1842,,,,830,830,830,OXC8500_00645,OXC8749_00714,OXC8885_01012,OXC4567_00147,OXC6332_00186,OXC6357_00164,OXC6453_00053,OXC6609_00525,OXC6729_00062,OXC7157_00062,OXC7004_00054,OXC7095_00061,OXC7345_00061,OXC7358_00066,OXC7452_00079,OXC4632_00058,OXC7664_00057,OXC6927_01185,H1604_00067,H1605_00058,H1606_00164,H1607_00762,H1608_00415,H1662_00601,H1664_00166,H1666_00397,H1668_00474,H1670_00058,H704_00327,H22082_01009
rny,,phosphodiesterase,36,36,1,1,774,,,,1553,1553,1553,OXC8500_01109,OXC8749_00894,OXC8885_01508,OXC4567_01666,OXC6332_00608,OXC6357_00883,OXC6453_01690,OXC6609_01514,OXC6729_01623,OXC7157_01661,OXC7004_01512,OXC7095_00593,OXC7345_00781,OXC7358_01567,OXC7452_01643,OXC4632_01465,OXC7664_01123,OXC6927_01627,H1604_01612,H1605_01346,H1606_01472,H1607_01438,H1608_01475,H1662_01383,H1664_01286,H1666_00790,H1668_01392,H1670_01398,H704_00263,H22082_01132
group_2698,,Ribosome-binding factor A,36,36,1,1,2674,,,,362,362,362,OXC8500_00921,OXC8749_01445,OXC8885_00682,OXC4567_01089,OXC6332_01565,OXC6357_01099,OXC6453_00787,OXC6609_00959,OXC6729_00311,OXC7157_00874,OXC7004_00228,OXC7095_01540,OXC7345_01022,OXC7358_00494,OXC7452_00251,OXC4632_00253,OXC7664_00213,OXC6927_00476,H1604_00198,H1605_00307,H1606_00655,H1607_00008,H1608_01182,H1662_01022,H1664_00958,H1666_01648,H1668_00170,H1670_00216,H704_00585,H22082_00327
rplQ,,LSU ribosomal protein L17p,36,36,1,1,1617,,,,353,353,353,OXC8500_00533,OXC8749_00602,OXC8885_01650,OXC4567_00031,OXC6332_00039,OXC6357_00032,OXC6453_00182,OXC6609_00394,OXC6729_00175,OXC7157_00193,OXC7004_00185,OXC7095_00183,OXC7345_00183,OXC7358_00212,OXC7452_00207,OXC4632_00170,OXC7664_00170,OXC6927_01077,H1604_01296,H1605_00171,H1606_00032,H1607_00893,H1608_00263,H1662_00717,H1664_00295,H1666_00519,H1668_00363,H1670_00175,H704_01451,H22082_00843
speA,,Arginine decarboxylase,36,36,1,1,2264,,,,1832,1835,1832,OXC8500_01520,OXC8749_01332,OXC8885_00451,OXC4567_00221,OXC6332_00732,OXC6357_01722,OXC6453_01200,OXC6609_01612,OXC6729_01062,OXC7157_01214,OXC7004_00983,OXC7095_00242,OXC7345_01435,OXC7358_01157,OXC7452_01153,OXC4632_00235,OXC7664_01740,OXC6927_01010,H1604_01558,H1605_01747,H1606_00970,H1607_00936,H1608_01130,H1662_00777,H1664_01730,H1666_01551,H1668_01139,H1670_01156,H704_01573,H22082_00335
lolD_1,,ABC transporter ATP-binding protein,36,36,1,1,1692,,,,650,650,650,OXC8500_00599,OXC8749_00668,OXC8885_01718,OXC4567_00101,OXC6332_00111,OXC6357_00107,OXC6453_00111,OXC6609_00468,OXC6729_00104,OXC7157_00119,OXC7004_00111,OXC7095_00111,OXC7345_00111,OXC7358_00140,OXC7452_00137,OXC4632_00099,OXC7664_00099,OXC6927_01144,H1604_01367,H1605_00100,H1606_00107,H1607_00819,H1608_00335,H1662_00647,H1664_00224,H1666_00447,H1668_00433,H1670_00105,H704_00420,H22082_01433
groL,,Heat shock protein 60 family chaperone GroEL,36,36,1,1,761,,,,1637,1637,1637,OXC8500_01041,OXC8749_00882,OXC8885_01520,OXC4567_01678,OXC6332_00620,OXC6357_00895,OXC6453_01702,OXC6609_01502,OXC6729_01635,OXC7157_01673,OXC7004_01500,OXC7095_00605,OXC7345_00769,OXC7358_01579,OXC7452_01655,OXC4632_01477,OXC7664_01135,OXC6927_01639,H1604_01624,H1605_01358,H1606_01484,H1607_01450,H1608_01463,H1662_01371,H1664_01273,H1666_00802,H1668_01380,H1670_01386,H704_00251,H22082_01144
dnaE,,DNA polymerase III subunit alpha,36,36,1,1,1956,,,,3602,3602,3602,OXC8500_00212,OXC8749_00082,OXC8885_00927,OXC4567_00387,OXC6332_01255,OXC6357_00737,OXC6453_00493,OXC6609_00607,OXC6729_01100,OXC7157_00842,OXC7004_00715,OXC7095_01497,OXC7345_00568,OXC7358_00425,OXC7452_00382,OXC4632_01033,OXC7664_00616,OXC6927_00838,H1604_00292,H1605_00608,H1606_00495,H1607_00474,H1608_00757,H1662_00347,H1664_00826,H1666_01339,H1668_01059,H1670_00598,H704_01545,H22082_01407
uvrB,,Excinuclease ABC subunit B,36,36,1,1,1998,,,,1973,1973,1973,OXC8500_00250,OXC8749_00121,OXC8885_00886,OXC4567_00426,OXC6332_00251,OXC6357_00699,OXC6453_00455,OXC6609_00645,OXC6729_01139,OXC7157_00802,OXC7004_00753,OXC7095_01042,OXC7345_00470,OXC7358_00302,OXC7452_00420,OXC4632_00995,OXC7664_00656,OXC6927_00742,H1604_00253,H1605_00570,H1606_00457,H1607_00436,H1608_01037,H1662_00308,H1664_00786,H1666_01247,H1668_01020,H1670_00636,H704_00783,H22082_00226
mnmA,,tRNA-specific 2-thiouridylase MnmA,36,36,1,1,2629,,,,1016,1016,1016,OXC8500_00839,OXC8749_01363,OXC8885_00763,OXC4567_01007,OXC6332_01511,OXC6357_01016,OXC6453_00703,OXC6609_01042,OXC6729_00228,OXC7157_00957,OXC7004_00311,OXC7095_00342,OXC7345_00446,OXC7358_00378,OXC7452_00333,OXC4632_00334,OXC7664_00295,OXC6927_00395,H1604_00114,H1605_00225,H1606_00738,H1607_00091,H1608_00857,H1662_01104,H1664_00875,H1666_01012,H1668_00309,H1670_00300,H704_01051,H22082_00365
peb1,,"amino acid ABC transporter, permease protein PEB1",36,36,1,1,2439,,,,752,752,752,OXC8500_01392,OXC8749_01184,OXC8885_00329,OXC4567_01386,OXC6332_01647,OXC6357_01573,OXC6453_01348,OXC6609_01084,OXC6729_00915,OXC7157_01363,OXC7004_01132,OXC7095_01636,OXC7345_01557,OXC7358_01273,OXC7452_01301,OXC4632_01182,OXC7664_01592,OXC6927_01342,H1604_00410,H1605_01599,H1606_01119,H1607_01086,H1608_00934,H1662_01667,H1664_01578,H1666_01427,H1668_01677,H1670_01687,H704_00032,H22082_00566
atpH,,F0F1 ATP synthase subunit delta,36,36,1,1,2707,,,,521,521,521,OXC8500_00888,OXC8749_01412,OXC8885_00715,OXC4567_01056,OXC6332_01462,OXC6357_01066,OXC6453_00753,OXC6609_00992,OXC6729_00278,OXC7157_00907,OXC7004_00261,OXC7095_00294,OXC7345_00398,OXC7358_00329,OXC7452_00285,OXC4632_00286,OXC7664_00246,OXC6927_00443,H1604_00164,H1605_00274,H1606_00688,H1607_00041,H1608_00809,H1662_01055,H1664_00924,H1666_00964,H1668_00203,H1670_00249,H704_00619,H22082_00600
aarA_1,,Citrate synthase,36,36,1,1,1867,,,,1268,1268,1268,OXC8500_00624,OXC8749_00693,OXC8885_01033,OXC4567_00126,OXC6332_00157,OXC6357_00143,OXC6453_00075,OXC6609_00504,OXC6729_00084,OXC7157_00083,OXC7004_00075,OXC7095_00090,OXC7345_00090,OXC7358_00095,OXC7452_00101,OXC4632_00079,OXC7664_00079,OXC6927_01164,H1604_00088,H1605_00080,H1606_00143,H1607_00783,H1608_00386,H1662_00622,H1664_00188,H1666_00426,H1668_00453,H1670_00080,H704_00348,H22082_01030
oprF,,outer membrane fibronectin-binding protein,36,36,1,1,354,,,,959,959,959,OXC8500_00741,OXC8749_01712,OXC8885_00597,OXC4567_01202,OXC6332_00972,OXC6357_00807,OXC6453_00605,OXC6609_00045,OXC6729_00406,OXC7157_01121,OXC7004_01607,OXC7095_01357,OXC7345_01688,OXC7358_00716,OXC7452_00779,OXC4632_00436,OXC7664_01351,OXC6927_00943,H1604_01184,H1605_01046,H1606_01722,H1607_01719,H1608_01253,H1662_00936,H1664_00076,H1666_00246,H1668_00719,H1670_01048,H704_00828,H22082_00409
aat,,leucyl/phenylalanyl-tRNA--protein transferase,36,36,1,1,2951,,,,647,647,647,OXC8500_01203,OXC8749_00989,OXC8885_01412,OXC4567_01572,OXC6332_00510,OXC6357_01373,OXC6453_01596,OXC6609_00779,OXC6729_01529,OXC7157_01561,OXC7004_01329,OXC7095_00495,OXC7345_00879,OXC7358_01469,OXC7452_01548,OXC4632_01369,OXC7664_01029,OXC6927_01530,H1604_00599,H1605_01251,H1606_01372,H1607_01338,H1608_01573,H1662_01476,H1664_01381,H1666_00692,H1668_01488,H1670_01495,H704_01007,H22082_00351
purA,,Adenylosuccinate synthetase,36,36,1,1,334,,,,1250,1250,1250,OXC8500_00762,OXC8749_01733,OXC8885_00617,OXC4567_01223,OXC6332_00992,OXC6357_00787,OXC6453_00625,OXC6609_00025,OXC6729_00386,OXC7157_01141,OXC7004_01587,OXC7095_01377,OXC7345_01708,OXC7358_00736,OXC7452_00799,OXC4632_00416,OXC7664_01331,OXC6927_00922,H1604_01205,H1605_01066,H1606_01742,H1607_01739,H1608_01273,H1662_00957,H1664_00056,H1666_00266,H1668_00699,H1670_01069,H704_00808,H22082_00473
group_2712,,TPR repeat containing exported protein; Putative periplasmic protein contains a protein prenylyltransferase domain,36,36,1,1,2697,,,,947,947,947,OXC8500_00898,OXC8749_01422,OXC8885_00705,OXC4567_01066,OXC6332_01452,OXC6357_01076,OXC6453_00763,OXC6609_00982,OXC6729_00288,OXC7157_00897,OXC7004_00251,OXC7095_00284,OXC7345_00388,OXC7358_00319,OXC7452_00275,OXC4632_00276,OXC7664_00236,OXC6927_00453,H1604_00174,H1605_00284,H1606_00678,H1607_00031,H1608_00799,H1662_01045,H1664_00934,H1666_00954,H1668_00193,H1670_00239,H704_00609,H22082_00303
prfB,,peptide chain release factor 2,36,36,1,1,379,,,,1097,1097,1097,OXC8500_00719,OXC8749_01690,OXC8885_00575,OXC4567_01179,OXC6332_00948,OXC6357_00829,OXC6453_00583,OXC6609_00067,OXC6729_00427,OXC7157_01098,OXC7004_01629,OXC7095_01334,OXC7345_01665,OXC7358_00692,OXC7452_00757,OXC4632_00458,OXC7664_01372,OXC6927_00965,H1604_01162,H1605_01024,H1606_01700,H1607_01697,H1608_01230,H1662_00914,H1664_00098,H1666_00223,H1668_00741,H1670_01026,H704_00489,H22082_00387
amaA,,acid membrane antigen A,36,36,1,1,564,,,,1043,1043,1043,OXC8500_01669,OXC8749_01629,OXC8885_00485,OXC4567_00925,OXC6332_00349,OXC6357_00496,OXC6453_00849,OXC6609_00156,OXC6729_00503,OXC7157_01007,OXC7004_01720,OXC7095_00727,OXC7345_00649,OXC7358_01700,OXC7452_00687,OXC4632_01657,OXC7664_01448,OXC6927_00168,H1604_01460,H1605_00946,H1606_01609,H1607_01604,H1608_01754,H1662_01192,H1664_01140,H1666_01687,H1668_01193,H1670_01242,H704_00867,H22082_00522
rplN,,LSU ribosomal protein L14p (L23e),36,36,1,1,1849,,,,368,368,368,OXC8500_00638,OXC8749_00707,OXC8885_01019,OXC4567_00140,OXC6332_00179,OXC6357_00157,OXC6453_00060,OXC6609_00518,OXC6729_00069,OXC7157_00069,OXC7004_00061,OXC7095_00068,OXC7345_00068,OXC7358_00073,OXC7452_00086,OXC4632_00065,OXC7664_00064,OXC6927_01178,H1604_00074,H1605_00065,H1606_00157,H1607_00769,H1608_00408,H1662_00608,H1664_00173,H1666_00404,H1668_00467,H1670_00065,H704_00334,H22082_01016
aroQ,,3-dehydroquinate dehydratase,36,36,1,1,2644,,,,479,479,479,OXC8500_00853,OXC8749_01377,OXC8885_00750,OXC4567_01021,OXC6332_01502,OXC6357_01030,OXC6453_00717,OXC6609_01028,OXC6729_00242,OXC7157_00943,OXC7004_00297,OXC7095_00333,OXC7345_00437,OXC7358_00369,OXC7452_00320,OXC4632_00321,OXC7664_00281,OXC6927_00408,H1604_00128,H1605_00239,H1606_00724,H1607_00077,H1608_00848,H1662_01090,H1664_00889,H1666_01003,H1668_00295,H1670_00285,H704_01064,H22082_00378
rplJ,,LSU ribosomal protein L10p (P0),36,36,1,1,1501,,,,479,479,479,OXC8500_00454,OXC8749_00325,OXC8885_00213,OXC4567_00682,OXC6332_01211,OXC6357_01130,OXC6453_00264,OXC6609_00338,OXC6729_01343,OXC7157_00603,OXC7004_00382,OXC7095_01129,OXC7345_01187,OXC7358_00629,OXC7452_00610,OXC4632_00795,OXC7664_00861,OXC6927_00534,H1604_00879,H1605_00367,H1606_00258,H1607_00554,H1608_00049,H1662_00051,H1664_00594,H1666_01266,H1668_00809,H1670_00517,H704_00733,H22082_00251
nrfH,,periplasmic cytochrome c,36,36,1,1,577,,,,491,491,491,OXC8500_01665,OXC8749_01634,OXC8885_00481,OXC4567_00920,OXC6332_00357,OXC6357_00505,OXC6453_00854,OXC6609_00165,OXC6729_00512,OXC7157_00999,OXC7004_01729,OXC7095_00719,OXC7345_00657,OXC7358_01692,OXC7452_00682,OXC4632_01662,OXC7664_01457,OXC6927_00173,H1604_01452,H1605_00937,H1606_01600,H1607_01595,H1608_01762,H1662_01187,H1664_01145,H1666_01679,H1668_01189,H1670_01247,H704_00875,H22082_00530
ylxH_2,,Flagellar synthesis regulator FleN,36,36,1,1,2641,,,,866,866,866,OXC8500_00850,OXC8749_01374,OXC8885_00753,OXC4567_01018,OXC6332_01505,OXC6357_01027,OXC6453_00714,OXC6609_01031,OXC6729_00239,OXC7157_00946,OXC7004_00300,OXC7095_00336,OXC7345_00440,OXC7358_00372,OXC7452_00323,OXC4632_00324,OXC7664_00284,OXC6927_00405,H1604_00125,H1605_00236,H1606_00727,H1607_00080,H1608_00851,H1662_01093,H1664_00886,H1666_01006,H1668_00298,H1670_00288,H704_01061,H22082_00375
