	ERR494558	ERR713656	ERR278423	ERR083948	ERR083973	ERR084064	ERR108372	ERR128814	ERR193205	ERR221288	ERR221374	ERR278230	ERR278242	ERR278359	ERR278461	ERR343073	ERR356128	ERR593768	H1604	H1605	H1606	H1607	H1608	H1662	H1664	H1666	H1668	H1670	H704	SRR065736
pssA	345.9	345.9	345.9	346.1	345.9	345.9	345.9	345.9	345.9	345.9	346.1	346.1	346.1	345.9	347.1	345.9	347.1	345.9	345.9	345.9	345.9	345.9	346.1	345.9	345.9	346.1	347.1	345.9	345.9	345.9
group_1309	198.5	198.5	198.5	200.6	199.2	199.3	199.2	199.2	199.2	199.2	200.6	200.6	200.6	199.3	198.5	199.2	198.5	198.5	198.5	199.2	199.2	199.2	200.6	198.5	199.3	200.6	198.5	198.5	198.5	198.5
group_2733	62.7	62.7	62.7	62.7	62.7	62.7	62.7	62.7	62.7	62.7	62.7	62.7	62.7	62.7	62.7	62.7	62.7	62.7	62.7	62.7	62.7	62.7	62.7	62.7	62.7	62.7	62.7	62.7	62.7	62.7
ydfG	535.8	535.8	535.8	535.5	537.3	535.7	537.3	535.8	536.7	537.3	535.5	535.5	535.5	535.7	535.8	535.8	535.8	535.8	535.7	535.8	537.3	537.3	535.5	535.8	535.7	535.5	535.8	535.8	535.8	535.7
group_1412	50.7	50.7	50.7	50.1	49.9	50.7	49.9	50.7	49.9	49.9	50.1	50.1	50.1	50.7	50.7	50.7	50.7	50.7	50.7	50.7	49.9	49.9	50.1	50.7	50.7	50.1	50.7	50.7	50.7	50.7
group_1339	48.1	48.1	48.1	47.3	48.1	49.2	48.1	48.1	48.1	48.1	47.3	47.3	47.3	49.2	49.8	48.1	49.8	48.1	49.2	48.1	48.1	48.1	47.3	48.1	49.2	47.3	49.8	48.1	49.2	49.2
hugZ	410.1	410.1	410.1	422.0	420.7	420.7	420.7	418.9	420.7	420.7	422.0	422.0	422.0	420.7	420.2	418.9	420.2	410.1	420.2	418.9	420.7	420.7	422.0	410.1	420.7	422.0	420.2	410.1	420.2	420.2
murC	709.1	709.1	709.1	704.5	708.0	709.1	708.0	708.2	706.9	708.0	704.5	704.5	704.5	709.1	709.1	708.2	709.1	709.1	708.9	708.2	708.0	708.0	704.5	709.1	705.3	704.5	709.1	376.4	708.9	708.9
group_1847															110.7		110.7		105.4								110.7		105.4	105.4
purQ	282.1	282.1	282.1	281.0	279.1	281.2	279.1	279.1	279.1	279.1	281.0	281.0	281.0	281.2	281.7	279.1	281.7	282.1	282.1	279.1	279.1	279.1	281.0	282.1	281.2	281.0	281.7	282.1	282.1	282.1
group_1349	15.8	15.8	15.8	16.0	15.8	15.8	15.8	15.8	15.8	15.8	16.0	16.0	16.0	15.8	15.8	15.8	15.8	15.8	15.8	15.8	15.8	15.8	16.0	15.8	15.8	16.0	15.8	15.8	15.8	15.8
group_2092				10.7	10.7		10.7		10.7	10.7	10.7	10.7	10.7						10.7		10.7	10.7	10.7			10.7			10.7	10.7
lysS	437.7	437.7	437.7	436.5	437.7	437.7	437.7	439.2	437.7	437.7	436.5	436.5	436.5	437.7	437.7	439.2	437.7	437.7	437.9	439.2	437.7	437.7	436.5	437.8	437.7	436.5	437.8	437.7	437.9	437.9
gtaB_1	473.7	473.7	473.7	497.5	472.5	472.2	472.5		472.5	472.5	505.2			472.2	472.6		472.6	473.7	477.2		472.5	472.5		473.7	472.2		472.6	473.7	477.2	477.2
rpiB	221.1	221.1	221.1	220.1	221.1	220.3	221.1	221.1	221.1	221.1	220.1	220.1	220.1	220.3	221.1	221.1	221.1	221.1	221.1	221.1	221.1	221.1	220.1	221.1	220.3	220.1	221.1	218.5	221.1	221.1
vhb	255.3	255.3	255.3	255.6	255.6	255.3	255.6	254.2	255.6	255.6	255.6	255.6	255.6	255.3	255.3	254.2	255.3	255.3	255.3	254.2	255.6	255.6	255.6	255.3	255.3	255.6	255.3	255.3	255.3	255.3
rnhB	223.1	223.1	223.1	223.1	223.4	223.4	223.1	223.1	223.4	223.4	223.1	223.1	223.1	223.1	223.4	223.1	223.4	223.1	223.1	223.1	223.4	223.4	223.1	223.1	222.9	223.1	223.4	218.2	223.1	223.1
mdtC	1363.0	1363.0	1363.0	1360.3	1362.9	1361.2	1362.9	1363.9	1362.9	1362.9	1360.3	1360.3	1360.3	1361.2	1357.4	1363.9	1357.4	1363.0	1361.2	1363.9	1362.9	1362.9	1360.3	1363.0	1361.2	1360.3	1357.4	1363.0	1361.2	1361.2
rnc	365.0	365.0	365.0	365.3	365.0	366.5	365.0	366.3	365.0	365.0	365.3	365.3	365.3	366.5	365.0	366.3	365.0	365.0	365.0	366.3	365.0	365.0	365.3	365.0	366.5	365.3	365.0	365.0	365.0	365.0
group_3132	317.0	317.0	317.0	316.7	316.5	316.5	316.5	316.5	316.5	316.5	316.7	316.7	316.7	316.5	317.0	316.5	317.0	317.0	317.0	316.5	316.5	316.5	316.7	317.0	316.5	316.7	317.0	317.0	317.0	317.0
cdtC	301.1	301.1	301.1		300.5	301.1	300.5	301.1	300.5	300.5				301.1	301.1	301.1	301.1	301.1	301.1	301.1	300.5	300.5		301.1	301.1		301.1	301.1	301.1	301.1
pheT	1095.5	1095.5	1095.5	1100.2	1100.6	1098.1	1100.6	1101.0	1100.6	1100.6	1100.2	1100.2	1100.2	1098.1	1095.2	1101.0	1095.2	1095.5	1099.2	1101.0	1100.6	1100.6	1100.2	1095.5	1098.1	1100.2	1095.2	1095.5	1098.1	1098.1
queA	566.6	566.6	566.6	570.4	567.9	567.4	567.9	566.8	567.9	567.9	570.4	570.4	570.4	567.4	570.1	566.8	566.6	566.6	568.4	566.8	567.9	567.9	570.4	566.6	567.4	570.4	566.6	566.6	566.4	560.4
group_3320	121.7	121.7	121.7	121.7	121.7	123.3	121.7	121.7	121.7	121.7	121.7	121.7	121.7	123.3	121.7	121.7	121.7	121.7	121.7	121.7	121.7	121.7	121.7	121.7	123.3	121.7	121.7	121.7	121.7	121.7
pyrC	546.0	546.0	546.0	547.6		544.1		547.0			547.6	547.6	547.6	544.1	546.0	547.0	546.0	546.0	547.9	547.0			547.6	546.0	544.1	547.6	546.0	546.0	544.1	544.1
group_449	870.8	870.8	870.8	877.4	878.1	882.3	878.1	877.8	878.1	878.1	877.4	877.4	877.4	882.3	885.1	877.8	885.1	870.8	872.8	877.8	878.1	878.1	877.4	870.8	882.3	877.4	885.1	870.8	885.1	885.1
group_1190	1194.2	1194.2	1193.2	1191.5	1196.0	1193.1	1196.0	1194.6	1194.9	1196.0	1191.5	1191.5	1191.5	1193.1	1190.3	1194.6	1190.3	1194.2	1194.2	1194.6	1194.9	1194.9	1191.5	1194.2	1193.1	1191.5	1190.3	1194.2	1194.2	1194.2
nusG	334.2	334.2	334.2	334.2	334.2	334.2	334.2	334.2	334.2	334.2	334.2	334.2	334.2	334.2	334.2	334.2	334.2	334.2	334.2	334.2	334.2	334.2	334.2	334.2	334.2	334.2	334.2	334.2	334.2	334.2
livM	548.7	548.7	548.7	551.2	550.9	548.5	550.9	548.9	550.9	550.9	551.2	551.2	551.2	548.5	550.9	548.9	550.9	548.7	550.3	546.5	550.9	550.9	551.2	548.7	548.5	551.2	550.9	548.7	550.3	550.3
corA	484.8	484.8	484.8	484.9	484.6	484.9	484.6	484.4	484.6	484.6	484.9	484.9	484.9	484.9	484.6	484.4	484.6	484.8	484.9	484.4	484.6	484.6	484.9	484.8	484.9	484.9	484.6	485.7	484.9	484.9
group_116	280.0		280.0		234.5	282.5	234.5		234.5	234.5				245.9				280.0	282.5		234.5	234.5		280.0	245.9			280.0	143.1	143.1
tsaA	346.3	346.3	346.3	346.3	346.3	346.3	346.3	346.3	346.3	346.3	346.3	346.3	346.3	346.3	346.3	346.3	346.3	346.3	346.3	346.3	346.3	346.3	346.3	346.3	346.3	346.3	346.3	346.3	346.3	346.3
surE	406.1	406.1	406.1	404.6	406.1	406.0	406.1	406.1	406.7	405.5	404.6	404.6	404.6	406.0	406.1	406.1	406.1	406.1	406.1	406.1	406.1	406.1	404.6	406.1	406.0	404.6	406.1	403.7	406.1	406.1
hsdM_2																													461.7	461.7
rpmE	143.0	143.0	143.0	143.0	143.0	143.0	143.0	143.0	143.0	143.0	143.0	143.0	143.0	143.0	143.0	143.0	143.0	143.0	143.0	143.0	143.0	143.0	143.0	143.0	143.0	143.0	143.0	143.0	143.0	143.0
group_462																	201.2		137.1						196.1					137.1
flhB_1	566.2	566.2	566.2	566.6	567.0	566.9	567.0	566.2	567.0	567.0	566.6	566.6	566.6	566.9	566.2	566.2	566.2	566.2	566.2	566.2	567.0	567.0	566.6	566.2	566.9	566.6	566.2	566.2	566.2	566.2
rpsC	452.6	452.6	452.6	452.6	452.6	452.6	452.6	452.6	452.6	452.6	452.6	452.6	452.6	452.6	452.6	452.6	452.6	452.6	452.6	452.6	452.6	452.6	452.6	452.6	452.6	452.6	452.6	452.6	452.6	452.6
mrsA	311.2	311.2	311.2	310.3	311.2	311.2	311.2	305.0	311.2	311.2	310.3	310.3	310.3	311.2	308.5	305.0	308.5	311.2	305.0	305.0	311.2	311.2	310.3	311.2	311.2	310.3	308.5	311.2	305.0	305.0
rplD	349.9	349.9	349.9	352.6	350.7	350.5	350.7	351.3	350.7	350.7	352.6	352.6	352.6	351.9	351.9	351.3	351.9	349.9	349.2	351.3	350.7	350.7	352.6	349.9	350.5	348.5	351.9	349.9	351.9	351.9
rpmG2	115.1	115.1	115.1	115.1	115.1	115.1	115.1	115.1	115.1	115.1	115.1	115.1	115.1	115.1	115.1	115.1	115.1	115.1	115.1	115.1	86.7	115.1	115.1	115.1	115.1	115.1	115.1	115.1	115.1	115.1
group_3232	423.2	423.2	423.2	422.6	421.0	422.8	421.0	420.5	421.0	421.0	422.6	422.6	422.6	422.8	423.5	420.5	423.5	423.2	423.2	420.5	421.0	421.0	422.6	423.2	422.0	422.6	423.5	423.2	423.2	423.2
adhR	181.5	181.5	181.5	181.8	176.4	183.8	176.4	182.5	183.0	176.4	181.8	181.8	181.8	183.8	176.0	182.5	183.0	181.5	183.8	182.5	183.0	183.0	181.8	181.5	183.8	181.8	183.0	181.5	183.8	183.8
frr	333.2	333.2	333.2	328.9	333.2	333.3	333.2	331.8	333.2	333.2	328.9	328.9	328.9	333.3	333.2	331.8	333.2	333.2	333.3	331.8	333.2	333.2	328.9	333.2	333.3	328.9	333.2	333.2	333.3	333.3
kdsA	504.3	504.3	504.3	506.3	505.4	502.4	505.4	504.3	504.9	505.4	506.3	506.3	506.3	502.4	504.3	504.3	504.3	504.3	504.3	504.3	505.4	505.4	506.3	504.3	502.4	506.3	504.3	500.7	504.3	504.3
def	263.5	263.5	263.5	263.5	263.5	261.5	263.5	263.5	263.5	263.5	263.5	263.5	263.5	261.5	263.5	263.5	263.5	263.5	263.5	263.5	263.5	263.5	263.5	263.5	261.5	263.5	263.5	263.5	263.5	263.5
moaC	283.8	283.8	283.8	285.1	286.0	288.2	286.0	285.5	286.0	286.0	285.1	285.1	285.1	288.2	287.1	285.5	283.8	283.8	286.0	285.5	286.0	286.0	285.1	283.8	288.2	285.1	283.8	283.8	286.0	286.0
thiG	377.1	377.1	377.1	377.1	375.9	377.4	375.9	375.9	375.0	375.9	377.1	377.1	377.1	377.4	376.9	375.9	376.9	377.1	377.1	374.7	375.9	375.9	377.1	377.1	377.4	377.1	376.9	377.1	377.1	377.1
group_1509	240.2	240.2	240.2		240.2	240.2	237.1		237.1	237.1				240.2	240.2		240.2	240.2	240.2		237.1	237.1		240.2	240.2		240.2	240.2	240.2	240.2
yhjE					53.3		53.3		53.3	53.3											53.3	53.3							51.9	51.9
clpB	1555.2	1555.2	1555.2	1554.8	1555.6	1554.4	1555.6	1555.4	1555.6	1555.6	1554.8	1554.8	1554.8	1554.4	1555.2	1555.4	1555.2	1555.2	1555.2	1555.4	1555.6	1555.6	1554.8	1555.2	1554.4	1554.8	1555.2	1555.2	1555.2	1555.2
group_641	618.3	618.3	618.3	615.7	619.1	351.1	619.1	614.5	619.1	619.1	615.7	615.7	615.7	618.3	618.3	614.5	618.3	618.3	618.3	614.5	619.1	619.1	615.7	618.3	618.3	615.7	618.3	616.7	618.3	618.3
group_1717	229.9	229.9	229.9		227.4	229.2	231.0	227.7	227.7	231.0				229.2	229.9	227.7	229.9	229.9	231.0	227.7	231.0	231.0		229.9	229.2		229.9	229.9	231.0	231.0
tktA	1123.9	1123.9	1123.9	1124.5	1123.5	1121.9	1123.5	1123.8	1123.5	1123.5	1124.5	1124.5	1124.5	1121.9	1123.9	1123.8	1123.9	1123.9	1122.3	1123.8	1123.5	1123.5	1124.5	1123.9	1121.3	1124.5	1123.9	1120.6	1122.3	1122.3
nidH	281.2	281.2	281.2	281.4	281.6	280.3	281.6	281.6	281.6	281.6	281.4	281.4	281.4	280.3	281.6	281.6	281.2	281.2	280.3	281.6	281.6	281.6	281.4	281.2	280.3	281.4	281.2	281.2	280.3	280.3
spr	171.8	171.8	171.8	172.7	171.7		171.7	171.7	171.7	171.7	172.7	172.7	172.7		171.8	171.7	171.8	171.8	171.8	171.7	171.7	171.7	172.7	171.8		172.7	171.8	171.8	171.8	171.8
group_3272	190.2	190.2	190.2	191.9	191.9	190.9	191.9	191.9	191.9	191.9	191.9	191.9	191.9	190.9	191.9	191.9	191.9	190.2	191.9	191.9	191.9	191.9	191.9	190.2	190.9	191.9	191.9	190.2	191.9	191.9
fmt	448.7	448.7	448.7	450.1	449.7	449.7	449.7	450.4	450.4	449.7	450.1	450.1	450.1	449.7	448.7	450.4	448.7	448.7	448.7	450.4	450.4	450.4	450.3	448.7	447.8	450.1	448.7	448.7	448.7	448.7
purC	425.3	425.3	425.3	423.4	426.6	426.6	426.6	426.1	426.6	426.6	423.4	423.4	423.4	426.6	425.3	426.1	425.3	425.3	425.3	426.1	426.6	426.6	423.4	425.3	426.6	423.4	425.3	425.3	425.3	425.3
glnA	946.8	946.8	946.8	945.5	949.3	947.2	949.3	947.6	949.3	949.3	945.5	945.5	945.5	947.2	946.8	947.6	946.8	946.8	947.2	947.6	949.3	949.3	945.5	946.8	947.2	943.9	946.8	946.8	947.2	947.2
glmU	725.9	725.9	725.9	724.3	730.4	727.7	730.4	726.4	730.4	730.4	724.3	724.3	724.3	727.7	726.4	726.4	726.4	725.9	726.4	726.4	730.4	730.4	724.3	725.9	727.7	724.3	726.4	725.9	726.4	726.4
pbpA	189.5	189.5	189.5	189.5	189.5	189.5	189.5	189.5	189.5	189.5	189.5	189.5	189.5	189.5	189.5	189.5	189.5	189.5	189.5	189.5	189.5	189.5	189.5	189.5	189.5	189.5	189.5	189.5	189.5	189.5
pyk	852.4	852.4	852.4		850.9	852.1	850.9	850.9	852.1	850.9				852.1	852.4	850.9	852.4	852.4	846.3	850.9	850.9	850.9		852.4	773.3	318.3	852.4	852.4	846.3	846.3
serB	339.3	339.3	339.3	340.0	339.3	339.2	339.3	339.3	339.3	339.3	340.0	340.0	340.0	339.2	336.9	339.3	336.9	339.3	339.3	339.3	339.3	339.3	340.0	339.3	339.2	340.0	336.9	339.3	339.3	339.3
dsbB	376.7	376.7	376.7	372.8	376.2	375.0	376.2	373.0	376.2	376.2	372.8	372.8	372.8	375.0	374.7	373.0	374.7	376.7	375.0	373.3	376.2	376.2	372.8	376.7	375.0	372.8	374.7	376.7	373.0	373.0
rplT	226.1	226.1	226.1	226.1	226.1	226.1	226.1	226.1	226.1	226.1	226.1	226.1	226.1	226.1	226.1	226.1	226.1	226.1	226.1	226.1	226.1	226.1	226.1	226.1	226.1	226.1	226.1	226.1	226.1	226.1
group_424	233.2	233.2	233.2	234.3	231.8	233.0	231.8	234.5	231.8	231.8	234.3	234.3	234.3	233.0	232.6	234.5	232.6	233.2	238.0	234.5	231.8	231.8	234.3	233.2	233.0	234.3	229.7	233.2	233.2	238.0
group_373	808.3	808.3	808.3		817.1		479.8		813.9	813.9					826.8		826.8	808.3	828.1		813.9	813.9		614.0			826.8	808.3	828.1	828.1
group_2994	245.6	245.6	245.6	246.5	245.6	245.7	245.6	245.6	245.6	245.6	246.5	246.5	246.5	245.7	245.6	245.6	245.7	245.6	245.6	245.6	245.6	245.6	246.5	245.6	245.7	246.5	245.6	245.6	245.6	245.6
group_1077	75.6	75.6	75.6	72.6	75.6	75.6	75.6	75.6	75.6	75.6	72.6	72.6	72.6	75.6	75.6	75.6	75.6	75.6	75.6	75.6	75.6	75.6	72.6	75.6	75.6	72.6	75.6	75.6	75.6	75.6
vfr	250.3	250.3	250.3	249.9	249.4	250.3	249.4	247.5	249.4	249.4	249.9	249.9	249.9	250.3	250.0	247.5	250.0	250.3	250.3	247.5	249.4	249.4	249.9	250.3	250.3	249.9	250.0	250.3	249.8	250.3
bcr	622.8	622.8	622.8	626.1	625.9	624.3	622.6	625.7	624.0	622.6	626.1	626.1	626.1	625.4	625.4	625.7	625.4	622.8	625.4	625.7	623.4	623.4	626.1	622.8	624.3	626.1	625.5	622.8	620.5	625.4
ruvC	291.2	291.5	291.2	290.0	290.8	291.5	291.5	291.5	291.2	291.5	290.0	290.0	290.0	291.5	291.2	291.5	290.6	291.2	291.2	290.0	291.5	291.5	290.0	291.2	290.0	290.0	291.2	291.2	291.2	291.2
flgE_1	979.3		979.3		979.8													979.3	979.1					979.3			979.4	979.3	978.1	978.1
aat	314.0	314.0	314.0	314.0	314.0	314.0	314.0	314.3	314.0	314.0	314.0	314.0	314.0	314.0	312.8	314.3	312.8	314.0	314.0	314.3	314.0	314.0	314.0	314.0	314.0	314.0	312.8	314.0	314.0	314.0
dapE	621.5	621.5	621.5	623.1	619.4	623.9	619.4	622.7	617.7	619.4	623.1	623.1	623.1	623.9	621.8	622.7	621.8	621.5	621.5	622.7	620.1	620.1	623.1	621.5	622.6	623.1	621.8	621.5	621.5	621.5
group_384					101.8														101.8										101.8	101.8
alr	453.3	453.3	453.3	455.9	454.9	453.5	454.9	454.9	454.9	454.9	455.9	455.9	455.9	453.5	452.5	454.9	452.5	453.3	453.3	454.9	454.9	454.9	455.9	453.3	453.5	455.9	452.5	453.3	453.3	453.3
mqo	741.4	741.4	741.4	741.4	740.5	742.4	740.5	741.7	740.5	740.5	741.4	741.4	741.4	742.4	741.4	741.7	741.4	741.4	739.9	741.7	740.5	740.5	741.4	741.4	739.0	741.4	741.4	741.4	739.9	739.9
ligA	1040.8	1040.8	1040.8	1034.0	1039.1	1036.1	1039.1	1037.9	1037.9	1039.1	1034.0	1034.0	1034.0	1040.8	1040.8	1037.9	1040.8	1040.8	1040.8	1037.9	1037.9	1037.9	1034.0	1040.8	1036.1	1034.0	1040.8	1040.8	1040.8	1040.8
group_3225	624.7	624.7	624.7	622.9	624.2	624.7	625.4	624.7	625.4	625.4	622.9	622.9	622.9	624.7	624.7	624.7	624.7	624.7	624.7	624.5	625.4	625.4	622.9	624.7	624.5	622.9	624.7	624.7	624.7	624.7
msbA	891.0	891.0	891.0	889.3	888.0	890.8	888.0	887.7	888.0	888.0	889.3	889.3	889.3	890.8	891.0	887.7	891.0	891.0	891.0	887.7	888.0	888.0	889.3	887.8	891.0	889.3	891.0	887.8	891.0	891.0
hydA_2	734.9	734.9	734.9	734.1	735.1	735.4	735.1	734.5	735.1	735.1	734.1	734.1	734.1	735.4	734.9	734.5	734.9	734.9	735.5	734.5	735.1	735.1	734.1	734.9	735.5	734.1	734.9	734.9	735.5	735.5
cbrR	591.6	591.6	591.6	592.8	591.9	593.4	591.9	593.4	591.3	591.9	592.8	592.8	592.8	593.4	592.1	593.4	592.1	591.6	592.4	593.4	591.9	591.9	592.8	591.6	593.4	592.8	592.1	591.6	592.4	592.4
group_1034	318.9	318.9	318.9	317.2	315.2	319.7	315.2	319.6	315.2	315.2	317.2	317.2	317.2	319.7	319.7	319.6	319.7	318.9	319.4	319.6	315.2	315.2	317.2	318.9	319.7	317.2	319.7	318.9	320.1	320.1
hisH_1	368.8	368.8	368.8	373.6	371.5	372.9	370.2	373.3	370.2	370.2	373.6	373.6	373.6	372.9	372.9	373.3	372.9	368.8	371.3	373.3	370.2	370.2	373.6	368.8	372.9	373.6	372.9	368.8	368.8	368.8
group_3087	65.4	65.4	65.4	65.1	65.4	65.4	65.4	65.4	65.4	65.4	65.1	65.1	65.1	65.4	65.4	65.4	65.4	65.4	65.4	65.4	65.4	65.4	65.1	65.4	65.4	65.1	65.4	65.4	65.4	65.4
group_1794	647.4	647.4	647.4		644.1	649.2	644.1		644.1	644.1				649.2	649.2		649.2	647.4	649.2		644.1	644.1		647.4	649.2		649.2	647.4	649.2	649.2
group_1308	309.6	309.6	309.6	306.7	309.8	309.8	309.8	309.8	309.8	309.8	306.7	306.7	306.7	309.8	309.6	309.8	309.6	309.6	309.6	309.8	309.8	309.8	306.7	309.6	309.8	306.7	309.6	309.6	309.6	309.6
cmeA	495.2	495.2	495.2	497.1	494.6	495.2	494.6	488.7	494.6	494.6	497.1	497.1	497.1	495.2	497.0	488.7	495.2	495.2	495.2	488.7	494.6	494.6	497.1	495.2	495.2	497.1	495.2	494.1	495.2	495.2
motB	271.2	271.2	271.2	270.1	270.3	270.3	270.3	271.1	270.3	270.3	270.1	270.1	270.1	270.3	271.2	271.1	271.2	271.2	271.2	271.1	270.3	270.3	270.1	271.2	270.3	270.1	271.2	271.2	270.3	270.3
atpF	213.2	213.2	213.2	213.2	212.4	213.2	212.4	212.4	212.4	212.4	213.2	213.2	213.2	213.2	213.2	212.4	213.2	213.2	213.2	212.4	212.4	212.4	213.2	213.2	213.2	213.2	213.2	213.2	213.2	213.2
fcl				516.2		515.4					516.2	516.2	516.2	515.4					516.9				516.2		515.4	516.2			516.7	516.7
strE	679.1	679.1	679.1		679.3		680.0	676.0	680.9	680.0					678.9	676.0	680.9	679.1	678.0	676.0	680.0	680.0		679.1			680.9	679.1	678.0	678.0
rdxA	259.0	259.0	259.0	257.1	259.0	260.2	259.0	256.5	259.0	259.0	257.1	257.1	257.1	260.2	260.3	256.5	260.2	259.0	259.0	256.5	259.0	259.0	257.1	259.0	260.2	257.1	260.2	259.0	259.0	260.2
copA_1	987.9	987.9	987.9		982.3	984.1	982.3	988.8	982.3	982.3				984.1	983.1	988.8	983.1	987.9	983.1	988.8	982.3	982.3		987.9	984.1		983.1	988.0	983.3	983.3
pbpB	809.9	809.9	809.9	810.7	808.7	808.7	808.7	808.7	808.7	808.7	810.7	807.7	810.7	808.7	809.9	808.7	809.9	809.9	809.9	808.7	808.7	808.7	810.7	809.9	808.7	810.7	809.9	809.9	809.9	809.9
flgB	214.0	214.0	214.0	214.2	214.0	212.8	214.0	214.0	214.0	214.0	214.2	214.2	214.2	212.8	215.1	214.0	215.1	214.0	215.1	214.0	214.0	214.0	214.2	214.0	212.8	214.2	215.1	214.0	214.0	215.1
yfcA	95.4	95.4	95.4	95.4	95.4	95.4	95.4	95.4	95.4	95.4	95.4	95.4	95.4	95.4	95.4	95.4	95.4	95.4	94.6	95.4	95.4	95.4	95.4	95.4	95.4	95.4	95.4	95.4	94.6	94.6
group_1443	45.2	45.2	45.2		45.2		45.2	44.8	45.2	45.2					44.8	44.8	44.8	45.2	45.2	44.8	45.2	45.2		45.2			44.8	45.2	45.2	45.2
tenI	62.2	62.2	62.2	62.2	62.2	63.4	62.2	64.4	61.8	62.2	62.2	62.2	62.2	63.4	61.2	64.4	62.6	62.2	62.2	62.2	62.2	62.2	62.2	62.2	62.6	62.2	62.6	62.2	62.2	62.2
group_998	291.4	291.4	291.4	288.3	288.4	288.0	288.4	289.3	288.4	288.4	288.3	288.3	288.3	288.0	289.7	289.3	289.7	291.4	289.7	289.3	288.4	288.4	288.3	291.4	288.0	288.3	289.7	291.4	289.7	289.7
smf	209.6	209.6	209.6	207.3	206.6	209.6	206.6	205.9	206.6	206.6	207.3	207.3	207.3	209.6	205.2	205.9	205.2	209.6	205.2	205.9	206.6	206.6	207.3	209.6	209.6	207.3	205.2	209.6	205.2	205.2
hisC	614.2	614.2	614.2	614.6	612.0	616.6	612.0	616.6	612.0	612.0	614.6	614.6	614.6	616.6	612.6	616.6	612.6	614.2	612.6	616.6	612.0	612.0	614.6	614.2	616.6	614.6	615.3	611.8	611.4	611.4
group_947	549.8	549.8	549.8		546.2	549.8	546.2	545.4	546.2	546.2				549.8	549.8	545.4	549.8	549.8	544.7	545.4	546.2	546.2		549.8	549.8		549.8	549.8	550.8	550.8
group_929	511.9	511.9	511.9	509.6	509.9	511.4	509.9	509.3	509.9	509.9	509.6	509.6	509.6	511.4	508.0	509.3	508.0	511.9	507.5	509.3	509.9	509.9	509.6	511.9	511.4	509.6	508.0	511.9	507.5	507.5
metF	23.4	23.4	23.4	23.0	23.3	23.7	23.3	23.4	23.3	23.3	23.0	23.0	23.0	23.7	23.7	23.4	23.7	23.4	23.7	23.4	23.3	23.3	23.0	23.4	23.7	23.0	23.7	23.4	23.7	23.7
fabH_1	574.1	574.1	574.1	575.8	575.3	573.4	575.3	571.4	575.3	575.3	575.8	575.8	575.8	573.4	575.3	571.4	575.3	574.1	574.6	571.4	575.3	575.3	575.8	574.1	573.4	575.8	575.3	574.1	575.3	575.3
tonB2	127.1	127.1	127.1	123.5	125.5	127.1	125.5	122.8	125.5	125.5	123.5	123.5	123.5	125.5	127.1	122.8	127.1	127.1	127.1	122.8	125.5	125.5	123.5	127.1	125.5	123.5	127.1	127.1	127.1
group_3095	517.2	517.2	517.2	519.2	518.3	519.2	518.3	517.2	518.3	518.3	519.2	519.2	519.2	519.2	519.2	517.2	519.2	517.2	517.2	517.2	518.3	518.3	519.2	517.2	519.2	519.2	519.2	517.2	517.2	517.2
group_205																			291.8										426.8	426.8
ycaD	645.3	645.3	645.3	645.4	644.8	644.2	644.8	643.6	644.8	644.8	645.4	645.4	645.4	645.3	645.3	643.6	645.3	645.3	643.1	643.6	644.8	644.8	645.4	645.3	644.2	645.4	645.3	645.3	643.1	643.1
group_584		226.6			226.6		225.5		225.5	225.5								226.6	226.6		225.5	225.5		226.6	226.6		225.5	226.6	226.6	226.6
nifF	209.3	209.3	209.3	209.3	209.2	209.3	209.2	209.2	209.2	209.2	209.3	209.3	209.3	209.3	209.3	209.2	209.3	209.3	208.8	200.7	209.2	209.2	209.3	209.3	209.3	209.3	209.3	205.6	208.8	208.8
group_864	75.9	75.9	75.9	74.2	74.5	74.5	74.5	74.3	74.5	74.5	74.2	74.2	74.2	74.5	74.5	74.3	74.5	75.9	75.6	74.3	74.5	74.5	74.2	75.9	74.5	74.2	74.5	75.9	75.6	75.6
trxA	192.8	192.8	192.8	192.8	192.8	192.8	192.8	192.8	192.8	192.8	192.8	192.8	192.8	192.8	191.2	192.8	191.2	192.8	192.8	192.8	192.8	192.8	192.8	192.8	192.8	192.8	191.2	192.8	192.8	192.8
rluA	473.1	473.1	473.1	473.6	473.1	473.1	473.1	470.7	473.1	473.1	473.6	473.6	473.6	473.1	473.1	470.7	473.1	473.1	473.1	470.7	473.1	473.1	473.6	473.1	473.1	473.6	473.1	473.1	473.1	473.1
prfA	675.5	675.5	675.5	671.9	675.9	674.0	675.9	674.5	675.9	675.9	671.9	671.9	671.9	674.0	676.1	674.5	676.1	675.5	676.1	674.5	675.9	675.9	671.9	675.5	674.0	671.9	676.1	672.0	676.1	676.1
dut	356.3	356.3	356.3	361.8	359.6	360.3	359.6	358.5	359.6	359.6	361.8	361.8	361.8	360.3	357.3	358.5	357.3	356.3	357.3	358.5	359.6	359.6	361.8	356.3	360.3	361.8	357.3	356.3	357.3	357.3
flgM	16.1	16.1	16.1	16.0	14.8	16.1	14.8	15.9	14.8	14.8	16.0	16.0	16.0	16.1	16.1	15.9	16.1	16.1	16.1	15.9	14.8	14.8	16.0	16.1	16.1	16.0	16.1	16.1	16.1	16.1
